"target" "location" "forecast_date" "target_end_date" "quantile" "value" "type" "model_type"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.6 6 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.65 6 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.7 6 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.75 7 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.8 7 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.85 8 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.9 8.10000000000001 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.95 9.05 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.975 10.525 "quantile" "site-level infection dynamics"
"3 day ahead inc hosp" "02" 2024-02-26 2024-02-29 0.99 13.04 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.01 0.99 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.025 1 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.05 2 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.1 2 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.15 2 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.2 3 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.25 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.3 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.35 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.4 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.45 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.5 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.55 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.6 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.65 7 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.7 7 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.75 7 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.8 8 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.85 8 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.9 8 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.95 9.09999999999999 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.975 11 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-26 2024-03-01 0.99 12.03 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.01 0 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.025 0.475 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.05 1 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.1 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.15 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.2 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.25 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.3 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.35 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.4 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.45 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.5 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.55 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.6 6 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.65 6 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.7 6 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.75 7 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.8 7 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.85 8 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.9 9 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.95 11 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.975 12 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-26 2024-03-02 0.99 13.01 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.01 1.99 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.025 2.475 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.05 3 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.1 3.9 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.15 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.2 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.25 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.3 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.35 6 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.4 6 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.45 7 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.5 8 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.55 8 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.6 8 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.65 9 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.7 9 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.75 10 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.8 11 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.85 12 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.9 12.1 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.95 14 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.975 14.525 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-26 2024-03-03 0.99 16.02 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.01 1 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.025 1.475 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.05 2.95 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.1 3 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.15 3 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.2 4 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.25 4 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.3 5 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.35 5 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.4 5 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.45 6 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.5 6 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.55 6 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.6 8 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.65 8 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.7 8 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.75 8 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.8 9 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.85 10 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.9 11 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.95 12 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.975 13.525 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-26 2024-03-04 0.99 16 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.01 0.99 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.025 1 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.05 2 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.1 3 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.15 3 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.2 4 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.25 4 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.3 4 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.35 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.4 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.45 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.5 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.55 6 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.6 6 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.65 7 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.7 7 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.75 8 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.8 9 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.85 9 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.9 11 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.95 12 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.975 12 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-26 2024-03-05 0.99 13.03 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.01 2 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.025 3.475 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.05 4 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.1 5 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.15 5 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.2 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.25 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.3 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.35 7 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.4 7 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.45 8 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.5 8 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.55 8 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.6 8.40000000000001 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.65 9 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.7 9 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.75 9 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.8 10 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.85 11 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.9 12 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.95 13 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.975 14.05 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-26 2024-03-06 0.99 16.02 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.01 0.99 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.025 1 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.05 2 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.1 3 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.15 3 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.2 3 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.25 3 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.3 4 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.35 4 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.4 5 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.45 5 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.5 5 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.55 6 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.6 6 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.65 7 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.7 7 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.75 7.25000000000001 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.8 8 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.85 8 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.9 9 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.95 11.05 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.975 13 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-26 2024-03-07 0.99 13.01 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.01 1 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.025 2 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.05 2 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.1 3 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.15 3.85 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.2 4 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.25 4 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.3 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.35 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.4 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.45 5.55 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.5 6 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.55 6 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.6 6 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.65 7 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.7 7 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.75 8 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.8 8 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.85 9 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.9 10 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.95 10.05 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.975 11 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-26 2024-03-08 0.99 11.02 "quantile" "site-level infection dynamics"
"12 day ahead inc hosp" "02" 2024-02-26 2024-03-09 0.01 1 "quantile" "site-level infection dynamics"
"12 day ahead inc hosp" "02" 2024-02-26 2024-03-09 0.025 1 "quantile" "site-level infection dynamics"
