"target" "location" "forecast_date" "target_end_date" "quantile" "value" "type" "model_type"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.25 3 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.3 3 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.35 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.4 4 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.45 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.5 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.55 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.6 5 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.65 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.7 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.75 6 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.8 6.2 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.85 7 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.9 8 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.95 9 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.975 9 "quantile" "site-level infection dynamics"
"4 day ahead inc hosp" "02" 2024-02-05 2024-02-09 0.99 9.01000000000001 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.01 1 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.025 1 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.05 1 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.1 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.15 2 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.2 2.8 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.25 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.3 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.35 3 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.4 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.45 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.5 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.55 4 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.6 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.65 5 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.7 5.30000000000001 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.75 6 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.8 7 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.85 7.15000000000001 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.9 9 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.95 10 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.975 10.525 "quantile" "site-level infection dynamics"
"5 day ahead inc hosp" "02" 2024-02-05 2024-02-10 0.99 11.02 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.01 2 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.025 2.475 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.05 3 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.1 3 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.15 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.2 4 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.25 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.3 5 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.35 6 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.4 6 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.45 7 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.5 7 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.55 8 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.6 8 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.65 8 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.7 9 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.75 10 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.8 10 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.85 11 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.9 12 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.95 13 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.975 13.525 "quantile" "site-level infection dynamics"
"6 day ahead inc hosp" "02" 2024-02-05 2024-02-11 0.99 15.02 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.01 0.99 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.025 1 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.05 2 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.1 3 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.15 3 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.2 4 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.25 4 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.3 4 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.35 5 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.4 5 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.45 5.55 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.5 6 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.55 7 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.6 7 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.65 7 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.7 8 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.75 8 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.8 9 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.85 9.15000000000001 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.9 10 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.95 11 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.975 12.525 "quantile" "site-level infection dynamics"
"7 day ahead inc hosp" "02" 2024-02-05 2024-02-12 0.99 15.01 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.01 0.99 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.025 1.475 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.05 2 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.1 3 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.15 3.85 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.2 4 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.25 4 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.3 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.35 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.4 5 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.45 6 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.5 6 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.55 6 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.6 7 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.65 7 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.7 8 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.75 9 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.8 9 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.85 10 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.9 10 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.95 11 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.975 13.05 "quantile" "site-level infection dynamics"
"8 day ahead inc hosp" "02" 2024-02-05 2024-02-13 0.99 15 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.01 0 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.025 2 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.05 2 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.1 3 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.15 3.85 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.2 4 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.25 4 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.3 5 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.35 5 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.4 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.45 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.5 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.55 6 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.6 7 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.65 7.35000000000001 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.7 8 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.75 9 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.8 10 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.85 11 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.9 11 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.95 13 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.975 14 "quantile" "site-level infection dynamics"
"9 day ahead inc hosp" "02" 2024-02-05 2024-02-14 0.99 14.01 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.01 0.99 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.025 1.475 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.05 2 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.1 2.9 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.15 3 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.2 3 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.25 4 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.3 4 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.35 4 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.4 5 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.45 5 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.5 5 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.55 5.45 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.6 6 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.65 6 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.7 7 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.75 7 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.8 7 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.85 8 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.9 8.10000000000001 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.95 11 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.975 11 "quantile" "site-level infection dynamics"
"10 day ahead inc hosp" "02" 2024-02-05 2024-02-15 0.99 11.01 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.01 1 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.025 1 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.05 1.95 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.1 2 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.15 3 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.2 3 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.25 3 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.3 4 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.35 4 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.4 4 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.45 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.5 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.55 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.6 5 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.65 6 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.7 6 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.75 7 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.8 7 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.85 7.15000000000001 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.9 8.10000000000001 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.95 9.05 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.975 11 "quantile" "site-level infection dynamics"
"11 day ahead inc hosp" "02" 2024-02-05 2024-02-16 0.99 12.01 "quantile" "site-level infection dynamics"
"12 day ahead inc hosp" "02" 2024-02-05 2024-02-17 0.01 1 "quantile" "site-level infection dynamics"
"12 day ahead inc hosp" "02" 2024-02-05 2024-02-17 0.025 1 "quantile" "site-level infection dynamics"
